Jalsa, Yes, Yes,4.1,775, Banashankari, Casual Dining,800, Buffet, Banashankari, North Indian/Mughlai/Chinese
Mom's Momos, No, No,3.3,6, Bannerghatta Road, Quick Bites,300, Dine-out, JP Nagar, Chinese
Slice of Spice, No, No,3.1,4, Bannerghatta Road, Quick Bites,400, Dine-out, JP Nagar, North Indian/Chinese
Bao and Rolls, No, No,3.6,19, Bannerghatta Road, Quick Bites,250, Dine-out, JP Nagar, Rolls/Kebab/Fast Food
Shanghai Times, No, No,3.2,23, Bannerghatta Road, Food Court,450, Dine-out, JP Nagar, Chinese/Asian
Cane Recipes, No, No,3.5,14, Bannerghatta Road, Quick Bites,100, Dine-out, JP Nagar, Juices
Kanhaiyas, No, No,3.6,10, Bannerghatta Road, Quick Bites,150, Dine-out, JP Nagar, South Indian
Hotel Aradhana, Yes, No,3.7,51, Bannerghatta Road, Quick Bites,300, Dine-out, JP Nagar, North Indian
Chaat Chatore, No, No,3.1,5, Bannerghatta Road, Quick Bites,300, Dine-out, JP Nagar, Fast Food
Naga's, No, No,2.7,17, Bannerghatta Road, Food Court,500, Dine-out, JP Nagar, Hyderabadi/Andhra/North Indian
Suchi Ruchi Veg & Non Veg Resturant, No, No,3.2,4, Bannerghatta Road, Quick Bites,400, Dine-out, JP Nagar, South Indian/North Indian
Hotel Lakshmi Paradise, No, No,3.3,7, Bannerghatta Road, Quick Bites,400, Dine-out, JP Nagar, North Indian/Mughlai
Shiv Sagar, No, No,3.6,10, Bannerghatta Road, Food Court,400, Dine-out, JP Nagar, South Indian/Beverages
Paratha Junction, Yes, No,2.4,158, Bannerghatta Road, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Angel Restaurant, Yes, No,2.8,165, Bannerghatta Road, Quick Bites,450, Dine-out, JP Nagar, Kerala/South Indian/North Indian
Bhukkad, No, No,3.1,7, Bannerghatta Road, Quick Bites,250, Dine-out, JP Nagar, Healthy Food/Fast Food
Laa Raiba Restaurant, No, No,3.3,7, Bannerghatta Road, Quick Bites,300, Dine-out, JP Nagar, Kerala/Chinese/South Indian
Red Chilli Restaurant, Yes, No,3.2,94, Bannerghatta Road, Quick Bites,350, Dine-out, JP Nagar, North Indian/Chinese
Hotel Khaaja, Yes, No,3.1,70, Bannerghatta Road, Quick Bites,250, Dine-out, JP Nagar, Biryani/Fast Food
Juicy Momos, Yes, No,3.1,21, Bannerghatta Road, Food Court,250, Dine-out, JP Nagar, Tibetan/Momos
Nellore Bhojanam, Yes, No,3.1,178, Bannerghatta Road, Quick Bites,250, Dine-out, JP Nagar, Andhra
Shiv Sagar, No, No,3.6,10, Bannerghatta Road, Food Court,400, Dine-out, JP Nagar, South Indian/Beverages
Shivaji Military Hotel, No, No,4.3,2486, Jayanagar, Casual Dining,450, Dine-out, JP Nagar, South Indian/Biryani
Thyme & Whisk, Yes, No,3.9,74, Jayanagar, Casual Dining,800, Dine-out, JP Nagar, Asian/Chinese/Continental/Italian
Protein Grillhouse, Yes, Yes,4.2,177, Jayanagar, Casual Dining,800, Dine-out, JP Nagar, Healthy Food/Continental/Juices/Salad/Burger/Beverages/Desserts
Alchemy Coffee Roasters, No, No,4.2,713, Jayanagar, Cafe,500, Dine-out, JP Nagar, Cafe
Shanmukha, Yes, No,4.4,1972, Jayanagar, Casual Dining,800, Dine-out, JP Nagar, Biryani/Andhra/North Indian/Chinese
Al-Bek, Yes, No,3.9,684, Jayanagar, Casual Dining,650, Dine-out, JP Nagar, North Indian/Mughlai/Chinese/Seafood
Zatar House, Yes, No,4,32, Electronic City, Casual Dining,400, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Karma Kaapi, Yes, No,4.4,181, Jayanagar, Beverage Shop,250, Dine-out, JP Nagar, Beverages/Tea
Narmadha's Hyderabad Biriyani, No, No,3.9,205, BTM, Casual Dining,550, Dine-out, JP Nagar, Biryani/North Indian/Andhra
La Casa, No, Yes,3.7,570, Jayanagar, Casual Dining,800, Dine-out, JP Nagar, Continental/Italian/Chinese/North Indian
SlimSins Cafe, No, No,4.1,710, Jayanagar, Cafe,850, Dine-out, JP Nagar, Cafe/Healthy Food
Desi Rasoi, Yes, Yes,3.8,362, Jayanagar, Casual Dining,600, Dine-out, JP Nagar, Biryani/North Indian/Chinese/Rajasthani
Bathinda Junction, Yes, No,3.8,367, BTM, Casual Dining,600, Dine-out, JP Nagar, North Indian
The Krishna Grand Xpress, Yes, No,4,137, Jayanagar, Quick Bites,350, Dine-out, JP Nagar, South Indian/Fast Food
New Kabab Plaza, Yes, No,3.7,136, BTM, Casual Dining,500, Dine-out, JP Nagar, North Indian/Chinese
Fabcafe, No, Yes,3.5,11, Jayanagar, Cafe,800, Dine-out, JP Nagar, Cafe/Healthy Food
Ruh's Cafe, Yes, No,4.1,464, BTM, Cafe,500, Dine-out, JP Nagar, Cafe/American/Italian/Continental/Chinese
Ivy, Yes, No,3.8,210, Kumaraswamy Layout, Casual Dining,600, Dine-out, JP Nagar, North Indian/Chinese/Fast Food
Euki, Yes, Yes,4.1,553, Jayanagar, Casual Dining,900, Dine-out, JP Nagar, Italian/Mexican
Hiyar Majhe Kolkata, Yes, No,3.9,247, BTM, Quick Bites,400, Dine-out, JP Nagar, Bengali/North Indian
Kabab Magic, Yes, No,4,958, Jayanagar, Quick Bites,500, Dine-out, JP Nagar, North Indian/Kebab/Fast Food
Sri Udupi Food Hub, Yes, Yes,4.1,176, Jayanagar, Casual Dining,500, Dine-out, JP Nagar, South Indian/North Indian/Chinese/Beverages
The Airos, Yes, No,4.1,130, Jayanagar, Cafe,650, Dine-out, JP Nagar, Cafe/Italian/Pizza
Curry Leaves, Yes, No,3.8,232, Jayanagar, Casual Dining,600, Dine-out, JP Nagar, Andhra/North Indian/Chinese
Birinz, Yes, No,4.1,295, BTM, Casual Dining,700, Dine-out, JP Nagar, Biryani/Chinese/Mughlai/Fast Food/Kebab
Bathinda Tandoor, Yes, No,3.7,40, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian
Restro Cafe, Yes, No,3.8,30, Jayanagar, Cafe,400, Dine-out, JP Nagar, Cafe
Swad Restaurant, Yes, No,3.7,115, BTM, Casual Dining,550, Dine-out, JP Nagar, Chinese/North Indian
Uttar Karnataka Meals Restaurant, No, No,3.7,26, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, South Indian
Rajanna Military Hotel, Yes, No,4.1,166, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, Biryani/Fast Food
Recipe, Yes, No,4,808, Kumaraswamy Layout, Casual Dining,500, Dine-out, JP Nagar, North Indian/Chinese/Biryani
Litti Twist, Yes, No,4.2,465, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/Bihari
RBP Greens Garden, Yes, No,2.7,48, BTM, Casual Dining,700, Dine-out, JP Nagar, North Indian/Chinese
The Shawarma Shop, Yes, No,4.1,381, BTM, Quick Bites,250, Dine-out, JP Nagar, Arabian
Bombay Talkies, Yes, No,3.7,21, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, Maharashtrian/Fast Food/Street Food/Sandwich
Navami, Yes, No,3.5,80, Jayanagar, Casual Dining,750, Dine-out, JP Nagar, Andhra/North Indian/Chinese/Mangalorean/Seafood/Biryani
Cross Road Cafe, Yes, No,3.9,91, Jayanagar, Cafe,300, Dine-out, JP Nagar, Cafe/Fast Food/Chinese
Tummy Fuel, Yes, No,4.2,450, Jayanagar, Cafe,400, Dine-out, JP Nagar, Cafe/Beverages/Fast Food
Willys Top Cafe, Yes, No,4,310, Jayanagar, Cafe,750, Dine-out, JP Nagar, Cafe/Continental/Asian
YummRajj, Yes, No,3.3,42, BTM, Quick Bites,500, Dine-out, JP Nagar, Fast Food
Mysuru Coffee Thindi, Yes, No,4.1,303, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, South Indian/Coffee
Brahmin Tiffins & Coffee, No, No,4.2,424, Jayanagar, Quick Bites,100, Dine-out, JP Nagar, South Indian
Srikrishna Bhavan, Yes, No,3.8,42, Banashankari, Quick Bites,300, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Ishta Cafe, Yes, No,3.9,42, Jayanagar, Quick Bites,500, Dine-out, JP Nagar, Pizza/South Indian/Healthy Food
New Imperial Restaurant, No, No,3.7,39, Banashankari, Casual Dining,450, Dine-out, JP Nagar, North Indian/Chinese
La Grande Cafe, No, No,3.8,46, Jayanagar, Cafe,400, Dine-out, JP Nagar, Cafe
Appana Restaurant, Yes, No,3.5,12, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian
Biriyani Mane, Yes, No,3.7,158, Jayanagar, Casual Dining,700, Dine-out, JP Nagar, Biryani/Chinese/North Indian
Wat-a-Burger!, Yes, No,4,108, Jayanagar, Quick Bites,500, Dine-out, JP Nagar, Burger/Sandwich/Beverages
Tanna's Kitchen, Yes, No,3.1,7, Kumaraswamy Layout, Quick Bites,250, Dine-out, JP Nagar, Italian/Chinese/Street Food
Hari Super Sandwich, No, No,4.1,163, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, Fast Food/Street Food
Rajvardhan Foods, Yes, No,3.9,315, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, Street Food/Maharashtrian
Kalpavriksha Upahara, Yes, No,3.9,126, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Tarbouche, Yes, No,3.8,12, BTM, Quick Bites,300, Dine-out, JP Nagar, Turkish/Rolls
Pure & Natural, Yes, No,3.9,212, Jayanagar, Casual Dining,500, Dine-out, JP Nagar, Healthy Food/Beverages/Fast Food
North Rasoe, Yes, No,3.1,6, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Apna Punjab, Yes, No,3.7,476, BTM, Quick Bites,450, Dine-out, JP Nagar, North Indian/Chinese/Fast Food
The Trundle, Yes, No,3.7,133, Jayanagar, Casual Dining,700, Dine-out, JP Nagar, Chinese/Thai/Continental/North Indian
Roti Wala, Yes, No,4,199, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian
Paratha Merchant, Yes, No,3.1,39, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, North Indian
Nanna Munna Paratha House, Yes, No,4,109, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian
Krishna Vaibhava, Yes, No,3.5,40, BTM, Casual Dining,350, Dine-out, JP Nagar, North Indian/South Indian
Zam Zam Darbar, No, No,2.9,84, BTM, Casual Dining,500, Dine-out, JP Nagar, North Indian/Biryani/Chinese
Bawarchi Inn, Yes, No,3.1,140, BTM, Casual Dining,600, Dine-out, JP Nagar, North Indian/Biryani/Andhra/Chinese
RB Food Point, Yes, No,3.7,34, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Daniyal's, Yes, No,3.1,42, BTM, Quick Bites,800, Dine-out, JP Nagar, North Indian/Biryani/Mughlai/Kebab
Swad Punjab Da, Yes, No,3.7,41, BTM, Quick Bites,150, Dine-out, JP Nagar, North Indian
MDP Coffee House, No, No,3.8,37, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, South Indian
Sri Krishna Sagar, Yes, No,3.4,19, Kanakapura Road, Quick Bites,400, Dine-out, JP Nagar, South Indian/North Indian/Chinese
New Udupi Upahar, Yes, No,3.5,23, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, South Indian/North Indian
Modern Restaurant, Yes, No,3.1,18, BTM, Casual Dining,450, Dine-out, JP Nagar, North Indian/Chinese
Tangra Indo - Chinese Cuisine, Yes, No,3.6,29, Jayanagar, Food Court,400, Dine-out, JP Nagar, Chinese/Thai
Magix's Parattha Roll, Yes, No,3.8,184, BTM, Quick Bites,400, Dine-out, JP Nagar, Fast Food/North Indian/Chinese/Mughlai/Rolls
New South Corner, Yes, No,3.7,20, BTM, Quick Bites,300, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Chetty's Corner, Yes, No,3.6,21, Jayanagar, Quick Bites,150, Dine-out, JP Nagar, Fast Food/Burger
Nandhi Andhra Style Family Restaurant, Yes, No,3.4,13, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, Seafood/Biryani/South Indian/North Indian/Chinese/Kebab
Late Night, Yes, No,3.7,288, Kumaraswamy Layout, Quick Bites,500, Dine-out, JP Nagar, North Indian/Chinese
Sri Nandi Grand, Yes, No,3.5,10, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/South Indian
Dilish Kitchens, No, No,3.7,30, BTM, Casual Dining,500, Dine-out, JP Nagar, North Indian/Chinese
36th Cross Coffee Mane, No, No,3.7,29, BTM, Casual Dining,500, Dine-out, JP Nagar, North Indian/Chinese
Kataria's Pakwan, Yes, No,3.3,97, Kumaraswamy Layout, Quick Bites,400, Dine-out, JP Nagar, North Indian
Vindu Andhra Ruchulu, Yes, No,3.8,282, Jayanagar, Casual Dining,800, Dine-out, JP Nagar, Biryani/North Indian/Andhra
Stop N Joy, No, No,3.8,70, Kumaraswamy Layout, Quick Bites,200, Dine-out, JP Nagar, Fast Food/Juices
Nammura Donne Biriyani, Yes, No,3.4,51, Kanakapura Road, Quick Bites,400, Dine-out, JP Nagar, Mughlai/Biryani
Sri Sai 99 Variety Dosa, Yes, No,3.6,38, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, South Indian
Anand Donne Biriyani, Yes, No,3.7,46, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, Biryani
The Bong Palate, Yes, No,3.8,61, BTM, Quick Bites,300, Dine-out, JP Nagar, Bengali/North Indian/Chinese
Raghavendra Upahara, No, No,3.7,20, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, South Indian
Khan Saheb Grills and Rolls, Yes, No,3.9,135, Jayanagar, Quick Bites,350, Dine-out, JP Nagar, Fast Food/Rolls
Udupi Gokul Cafe, No, No,3.8,58, BTM, Quick Bites,300, Dine-out, JP Nagar, South Indian
Jayanagar Grill House, Yes, No,3.5,35, Jayanagar, Quick Bites,250, Dine-out, JP Nagar, Biryani/Kebab
Dev's Gugababa, Yes, No,3.5,177, BTM, Quick Bites,500, Dine-out, JP Nagar, Bengali/North Indian/Chinese
Baba Ka Dhaba, Yes, No,3.7,195, BTM, Quick Bites,400, Dine-out, JP Nagar, North Indian
Shree Manjunatha Bar and Restaurant, No, No,3.4,9, Kanakapura Road, Casual Dining,550, Dine-out, JP Nagar, North Indian/South Indian/Chinese
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©, No, No,3.9,144, Kumaraswamy Layout, Cafe,550, Dine-out, JP Nagar, Cafe/Chinese/Arabian
Flavour of China, Yes, No,3.8,254, BTM, Casual Dining,550, Dine-out, JP Nagar, Chinese
Brewz Coffee, Yes, No,3,61, BTM, Cafe,650, Dine-out, JP Nagar, Cafe
On The Nose, Yes, No,3.8,614, BTM, Cafe,600, Dine-out, JP Nagar, Cafe/Italian/Mexican/Chinese
Mug N Bean, Yes, No,3.9,247, Jayanagar, Cafe,400, Dine-out, JP Nagar, Cafe/Continental/Italian/Burger
Dwaraka Grand, Yes, No,3.9,128, Kumaraswamy Layout, Casual Dining,500, Dine-out, JP Nagar, South Indian/Chinese/Street Food/Juices
The Hot Cafe, No, No,3.2,24, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, Fast Food
Chokha Chowka, Yes, No,3.9,358, BTM, Quick Bites,400, Dine-out, JP Nagar, North Indian/Chinese
Joey's, No, No,3.7,43, BTM, Quick Bites,300, Dine-out, JP Nagar, Chinese/Fast Food
Tandoor Garden, Yes, No,3.6,71, BTM, Quick Bites,350, Dine-out, JP Nagar, North Indian/Chinese/Kebab
Insta Cafe, Yes, No,2.9,7, BTM, Cafe,400, Dine-out, JP Nagar, Cafe/Continental/Pizza/Italian/Beverages
Limra Hotel, Yes, No,3.3,26, BTM, Quick Bites,300, Dine-out, JP Nagar, Chinese/North Indian
Nandhanu's Rasoi, Yes, No,3,177, Kumaraswamy Layout, Quick Bites,400, Dine-out, JP Nagar, Chinese/North Indian
Hungry Buddies, No, No,3.4,34, BTM, Quick Bites,150, Dine-out, JP Nagar, North Indian
Jayanagara Donne Biryani, Yes, No,3.6,60, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, Biryani/South Indian
Hearts Unlock Cafe, No, No,3.2,11, BTM, Cafe,500, Dine-out, JP Nagar, Cafe/Healthy Food
Blue Berry Restaurant, No, No,2.9,17, BTM, Casual Dining,600, Dine-out, JP Nagar, North Indian/Kerala/Chinese
Shree Udupi Grand, Yes, No,3.5,19, Kanakapura Road, Casual Dining,400, Dine-out, JP Nagar, South Indian/Chinese/North Indian
Delight Food, Yes, No,2.6,174, BTM, Casual Dining,450, Dine-out, JP Nagar, Andhra/Chinese/Biryani
Kafe Nook, Yes, No,3.6,35, BTM, Quick Bites,300, Dine-out, JP Nagar, Fast Food
The Cuboidal, Yes, No,3.6,16, BTM, Quick Bites,300, Dine-out, JP Nagar, Fast Food/Beverages/Sandwich
Amaravati Grand, No, No,3.4,7, BTM, Casual Dining,550, Dine-out, JP Nagar, Chinese/Andhra/Mangalorean
Tandoori Bytes, Yes, No,3.6,60, Kumaraswamy Layout, Casual Dining,700, Dine-out, JP Nagar, North Indian
Crave Bite, No, No,3.6,19, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, Chinese/Italian/Fast Food/Momos
Sri Krishna Sagar, No, No,3.6,11, BTM, Quick Bites,200, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Bangalore Donne Biriyani, Yes, No,3.2,4, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, South Indian/Biryani
Indian Kitchen Eateries-IKE, Yes, No,3.4,8, BTM, Quick Bites,150, Dine-out, JP Nagar, Fast Food
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C, No, No,3.7,41, BTM, Casual Dining,450, Dine-out, JP Nagar, Biryani/North Indian
Ma-Arya Family Restaurant, No, No,3.1,8, BTM, Casual Dining,600, Dine-out, JP Nagar, Biryani/South Indian/North Indian/Chinese/Andhra
Aha Juice Bar, No, No,3.6,13, BTM, Beverage Shop,200, Dine-out, JP Nagar, Beverages/Fast Food
In Time Cane Juice, Yes, No,3.5,10, Kumaraswamy Layout, Beverage Shop,100, Dine-out, JP Nagar, Juices/Beverages
New Students Corner, No, No,3.6,17, Kumaraswamy Layout, Quick Bites,150, Dine-out, JP Nagar, Fast Food
Siddique Kabab Centre, Yes, No,3.1,68, Jayanagar, Quick Bites,550, Dine-out, JP Nagar, Mughlai/Kebab/Chinese
Miss Momo, Yes, No,3.2,10, BTM, Quick Bites,250, Dine-out, JP Nagar, Tibetan/Momos
RK Fresh Food, Yes, No,3.5,13, BTM, Quick Bites,300, Dine-out, JP Nagar, Fast Food
RCS Kitchen, Yes, No,3.3,34, BTM, Quick Bites,500, Dine-out, JP Nagar, Continental
Shaahi Mezbaan Restaurant, No, No,3.1,9, BTM, Quick Bites,350, Dine-out, JP Nagar, North Indian
Gelato Pazzo, No, No,3.8,47, BTM, Dessert Parlor,200, Dine-out, JP Nagar, Desserts
Combo King Paramount, No, No,3.1,12, Jayanagar, Food Court,500, Dine-out, JP Nagar, Chinese/Kerala
Biriyani Angadi, No, No,3.2,7, BTM, Quick Bites,200, Dine-out, JP Nagar, Biryani
The Little Kitchen, No, No,3.8,27, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, Chinese/Momos
Singh Da Dhaba, No, No,3.3,5, BTM, Quick Bites,400, Dine-out, JP Nagar, North Indian
Desi Adda, No, No,3.3,22, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Kaapi Kendra, Yes, No,3.7,16, Jayanagar, Quick Bites,100, Dine-out, JP Nagar, South Indian
Sri Sankara Cafe, Yes, No,3.6,26, BTM, Quick Bites,100, Dine-out, JP Nagar, South Indian
Donne Biryani & Kabab Corner, Yes, No,3.3,12, Kumaraswamy Layout, Quick Bites,200, Dine-out, JP Nagar, Chinese/Biryani
Ramji Chaiwale, Yes, No,3.6,20, Jayanagar, Quick Bites,250, Dine-out, JP Nagar, Beverages/Fast Food
Kickin Burger, Yes, No,3.1,22, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, Fast Food
Sri Sapana Dhaba, Yes, No,3.4,9, BTM, Quick Bites,250, Dine-out, JP Nagar, North Indian
Armaani Caffe, Yes, No,3.5,12, BTM, Quick Bites,250, Dine-out, JP Nagar, Fast Food
Udupi Thaja Thindi, Yes, No,2.9,42, BTM, Quick Bites,250, Dine-out, JP Nagar, North Indian/South Indian/Chinese/Fast Food
Mahesh Friends Food Center, Yes, No,2.9,132, BTM, Quick Bites,300, Dine-out, JP Nagar, Chinese/North Indian
Snacks Bite, Yes, No,3,9, Kumaraswamy Layout, Quick Bites,400, Dine-out, JP Nagar, Fast Food/Momos
Campus Juice Corner, No, No,3.3,6, Kumaraswamy Layout, Quick Bites,100, Dine-out, JP Nagar, Fast Food/Juices
Top Foam Parantha Roll & Juice Centre, No, No,3.5,13, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese/Fast Food/Rolls
Foodies Club, Yes, No,3.4,5, BTM, Quick Bites,300, Dine-out, JP Nagar, South Indian/Chinese/North Indian/Sandwich/Rolls
Chef Master, Yes, No,3.8,75, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, Kerala/North Indian/Chinese
Shri Vinayaka Ice N Juice, Yes, No,3.7,17, Jayanagar, Quick Bites,200, Dine-out, JP Nagar, Fast Food/Beverages
Ambur Star Dum Biryani, Yes, No,3.4,17, Jayanagar, Quick Bites,100, Dine-out, JP Nagar, Biryani
Anda Ka Funda, Yes, No,3.1,14, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Swad Plaza, Yes, No,3.4,6, BTM, Quick Bites,400, Dine-out, JP Nagar, North Indian/Chinese
Tasty Bytes, Yes, No,3.1,245, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese/Momos/Rolls
New Mahesh Friends Food Corner, Yes, No,3.2,49, BTM, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
The Denny's, No, No,3.7,93, Jayanagar, Casual Dining,900, Dine-out, JP Nagar, North Indian/Chinese
Bay Root, No, No,3.7,24, BTM, Quick Bites,400, Dine-out, JP Nagar, North Indian/Arabian
Pappu Da Dhaba, Yes, No,3,57, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, North Indian/Fast Food/Beverages/Momos
Upahara Darshini, Yes, No,4,166, Jayanagar, Quick Bites,400, Dine-out, JP Nagar, South Indian/North Indian/Chinese
People Tree Cafe, No, No,3.7,167, Jayanagar, Cafe,400, Dine-out, JP Nagar, Cafe/Fast Food/Beverages
Halli Rotti Manne, No, No,3.4,9, Jayanagar, Quick Bites,100, Dine-out, JP Nagar, South Indian
Marunadan Kada, No, No,3.3,6, BTM, Quick Bites,250, Dine-out, JP Nagar, Kerala/Tea
Mr. Singh Da Dhaba, Yes, No,3.6,241, Kumaraswamy Layout, Quick Bites,300, Dine-out, JP Nagar, North Indian/Chinese
Shree Udupi Grand, Yes, No,3.8,14, Jayanagar, Casual Dining,600, Dine-out, JP Nagar, South Indian/North Indian/Chinese
Chinese House, Yes, No,2.8,19, Jayanagar, Quick Bites,300, Dine-out, JP Nagar, Chinese/Thai/Momos
Hotel Smile, Yes, No,3.1,6, Jayanagar, Casual Dining,550, Dine-out, JP Nagar, North Indian/Chinese
PHEW (Play Hard Eat Wild), Yes, Yes,3.9,488, BTM, Cafe,700, Dine-out, JP Nagar, Continental/Lebanese/Middle Eastern/North Indian/Chinese/BBQ/Cafe
Amontron, Yes, No,3.9,438, BTM, Casual Dining,650, Dine-out, JP Nagar, Bengali
Sri Punjabi Dhaba, Yes, No,3.3,46, BTM, Dhaba,400, Dine-out, JP Nagar, North Indian
Sri Lakshmi Dhaba, Yes, No,2.9,258, BTM, Quick Bites,250, Dine-out, JP Nagar, North Indian
Deja Vu Resto Bar, Yes, Yes,4.4,2496, Bannerghatta Road, Pub,900, Drinks & nightlife, JP Nagar, North Indian/Italian
Imperio Restaurant, Yes, Yes,4.5,1228, Kalyan Nagar, Casual Dining,800, Buffet, Kalyan Nagar, North Indian/Mughlai/Biryani/South Indian/Beverages
Zamindar, Yes, Yes,4.4,347, Kalyan Nagar, Casual Dining,600, Buffet, Kalyan Nagar, Biryani/Chinese/Mughlai/Andhra
The Coorg Food Co., Yes, Yes,4.3,473, Kalyan Nagar, Casual Dining,750, Buffet, Kalyan Nagar, South Indian
The Chef's Kitchen, Yes, No,3.8,311, Kalyan Nagar, Casual Dining,800, Buffet, Kalyan Nagar, Continental/North Indian/Chinese
Empire Restaurant, Yes, No,4,3128, Kammanahalli, Casual Dining,750, Buffet, Kalyan Nagar, North Indian/Mughlai/South Indian/Chinese
Giselle Resto Cafe, Yes, Yes,4.1,840, Kammanahalli, Cafe,800, Cafes, Kalyan Nagar, Cafe/Italian/Pizza/Beverages/Desserts
Cafe Pink Pajamas, Yes, Yes,4.1,577, Kalyan Nagar, Cafe,700, Cafes, Kalyan Nagar, Cafe/Italian
The Roastery, No, No,4.3,167, Kalyan Nagar, Cafe,500, Cafes, Kalyan Nagar, Cafe
